settlement_code,settlement,year,rows
,תל מונד,1999,259
,תלמי אלעזר,1999,1
,תנובות,1999,3
,אביגדור,1999,4
,אורה,1999,4
,אורות,1999,11
,אחווה,1999,1
,אירוס,1999,2
,אמונים,1999,6
,אשבול,1999,1
,באר טוביה,1999,8
,בטחה,1999,10
,ביצרון,1999,16
,בית הגדי,1999,2
,בית חנן,1999,12
,בית חשמונאי,1999,1
,בית עובד,1999,1
,בית שקמה,1999,13
,ביתר עילית,1999,1
,"בני עי""ש",1999,86
,ברורים,1999,1
,גאליה,1999,4
,גבע בנימין,1999,1
,גבעולים,1999,2
,גבעת ברנר,1999,2
,גבעת זאב,1999,1
,גבעתי,1999,2
,גיאה,1999,8
,גן יבנה,1999,285
,גן שלמה,1999,23
,דקל,1999,4
,זוהר,1999,14
,זרועה,1999,1
,זרחיה,1999,4
,חלץ,1999,1
,חצב,1999,8
,יבול,1999,2
,יד נתן,1999,8
,ינון,1999,2
,כפר אחים,1999,9
,"כפר ביל""ו",1999,10
,כפר דניאל,1999,1
,כפר ורבורג,1999,9
,כפר מימון,1999,5
,כפר סירקין,1999,2
,כפר עזה,1999,8
,כפר עקב,1999,2
,לכיש,1999,1
,מ. א. באר טוביה,1999,15
,מ. א. ברנר,1999,5
,מ. א. גזר,1999,8
,מ. א. גן רוה,1999,12
,מ. א. חבל יבנה,1999,1
,מ. א. יואב,1999,6
,מ. א. לכיש,1999,2
,מ. א. עמק לוד,1999,3
,מסמיה,1999,1
,מרכז שפירא,1999,27
,נגבה,1999,2
,נהורה,1999,21
,נחלת יהודה,1999,6
,נטעים,1999,6
,ניסנית,1999,8
,ניר בנים,1999,3
,ניר גלים,1999,16
,"ניר ח""ן",1999,9
,ניר ישראל,1999,5
,ניר צבי,1999,3
,נען,1999,2
,עזר,1999,1
,עזריה,1999,2
,עזריקם,1999,2
,ערוגות,1999,11
,פדיה,1999,1
,צלפון,1999,1
,קלחים,1999,4
,קריית מלאכי,1999,217
,קרית חיים,1999,288
,רבדים,1999,1
,שדה עוזיהו,1999,4
,שדה צבי,1999,1
,שחר,1999,5
,שיבולים,1999,5
,שפיר,1999,13
,שתולים,1999,7
,תאשור,1999,1
,תדהר,1999,2
,תושיה,1999,1
,תימורים,1999,7
,תל שבע,1999,1
,תלמי יחיאל,1999,3
,תלמים,1999,1
,,2000,103
,*מגדל תפן*,2000,1
,אבו גוש,2000,11
,אבו סנאן,2000,34
,אבטליון,2000,3
,אביעזר,2000,1
,אבן מנחם,2000,1
,אדירים,2000,5
,אדמית,2000,3
,אדרת,2000,1
,אום אל-פחם,2000,216
,אחיהוד,2000,3
,אלוני הבשן,2000,1
,אניעם,2000,1
,אפיק,2000,2
,אשחר,2000,8
,אשלים,2000,21
,אשתאול,2000,35
,בוסתן הגליל,2000,12
,בית ג'ן,2000,84
,בית הגדי,2000,5
,בית זית,2000,4
,בית נקופה,2000,5
,בית שאן,2000,175
,ביתר עילית,2000,25
,בן עמי,2000,1
,בני יהודה,2000,5
,בענה,2000,42
,בר גיורא,2000,2
,ברטעה,2000,2
,ג'דיידה-מכר,2000,30
,ג'ולס,2000,29
,גבעת יערים,2000,16
,גבעת ישעיהו,2000,18
,גדיידה,2000,6
,גדיש,2000,1
,גדעונה,2000,3
,גורנות הגליל,2000,2
,גילון,2000,7
,גילת,2000,9
,גיתה,2000,3
,גלאון,2000,1
,גן נר,2000,19
,גת בגליל,2000,1
,דבורה,2000,1
,דברת,2000,5
,דייר אל-אסד,2000,9
,דייר חנא,2000,10
,דקל,2000,3
,הילה,2000,1
,הררית,2000,1
,זכריה,2000,2
,זלפה,2000,2
,זנוח,2000,17
,חבר,2000,5
,חוסן,2000,4
,חורה,2000,2
,חורפיש,2000,14
,חלוץ,2000,6
,חניתה,2000,16
,חספין,2000,10
,חצבה,2000,3
,חריש,2000,7
,חרשים,2000,1
,טייבה )בעמק(,2000,1
,טל-אל,2000,4
,טמרה,2000,86
,יאנוח,2000,7
,יאנוח-ג'ת,2000,2
,יובלים,2000,2
,יונתן,2000,1
,יטבתה,2000,1
,יעל,2000,2
,יערה,2000,3
,ירדנה,2000,2
,ירוחם,2000,84
,ירכא,2000,75
,ישע,2000,2
,כאבול,2000,17
,כאוכב אבו אל-היג'א,2000,11
,כברי,2000,1
,כיסרא,2000,4
,כליל,2000,1
,כפר החורש,2000,18
,"כפר הרי""ף",2000,10
,כפר ורדים,2000,80
,כפר חנניה,2000,2
,כפר יאסיף,2000,23
,כפר מצר,2000,1
,כפר סמיע,2000,7
,לבון,2000,24
,להבים,2000,15
,לוחמי הגיטאות,2000,2
,לקיה,2000,1
,מ. א. בקעת בית שאן,2000,2
,מ. א. הגליל העליון,2000,10
,מ. א. מטה יהודה,2000,9
,מ. א. משגב,2000,9
,מ. א. רמת נגב,2000,4
,מבוא ביתר,2000,9
,מבועים,2000,4
,מבשרת ציון,2000,211
,מג`ד אל-כרום,2000,79
,מגדל העמק,2000,349
,מולדת,2000,15
,מועאוויה,2000,10
,מוצא תחתית,2000,6
,מוקייבלה,2000,8
,מורשת,2000,16
,מושיירפה,2000,4
,מזרעה,2000,3
,מחנה גבעת חנניה,2000,18
,מחנה יבור,2000,2
,מי עמי,2000,2
,מירב,2000,7
,מיתר,2000,22
,מכמנים,2000,1
,מכר,2000,4
,מלאה,2000,7
,מלילות,2000,1
,מנוף,2000,5
,מנות,2000,1
,מסילת ציון,2000,27
,מעגלים,2000,4
,מעיליא,2000,47
,מעלה עירון,2000,1
,מעלות-תרשיחא,2000,231
,מצפה רמון,2000,45
,משגב,2000,2
,משהד,2000,98
,משמר העמק,2000,8
,נאות גולן,2000,3
,נאות הכיכר,2000,1
,נבטים,2000,2
,"נווה אטי""ב",2000,2
,נווה חריף,2000,2
,נחם,2000,6
,נחף,2000,32
,נטור,2000,1
,נטף,2000,1
,ניצני סיני,2000,2
,נס עמים,2000,1
,נצרת,2000,204
,סאג'ור,2000,21
,סאלם,2000,4
,סגולה,2000,6
,סח'נין,2000,90
,סלמה,2000,9
,ספיר,2000,34
,עומר,2000,72
,עין איברהים,2000,3
,עין אל-אסד,2000,8
,עין בוקק,2000,1
,עין המפרץ,2000,21
,עין יהב,2000,3
,עין נקובא,2000,1
,עמינדב,2000,2
,עצמון שגב,2000,12
,עראבה,2000,35
,עראמשה,2000,1
,פארן,2000,1
,פסוטה,2000,22
,פקיעין )בוקייעה(,2000,8
,צביה,2000,2
,צהל,2000,1
,צוחר,2000,1
,צור הדסה,2000,66
,צורית,2000,7
,צנדלה,2000,3
,צפרירים,2000,2
,קציר,2000,34
,קצרין,2000,61
,קריית יערים,2000,13
,קרית יערים)מוסד(,2000,4
,ראמה,2000,58
,רביבים,2000,1
,רגבה,2000,1
,רהט,2000,4
,רוויה,2000,1
,רם-און,2000,38
,רמות,2000,1
,רמת חובב,2000,3
,רמת רזיאל,2000,2
,רקפת,2000,2
,שבי ציון,2000,2
,שגב-שלום,2000,34
,שדה בוקר,2000,17
,שדה משה,2000,6
,שדה נחום,2000,6
,שדי תרומות,2000,2
,שואבה,2000,8
,שומרה,2000,1
,שורש,2000,39
,שורשים,2000,1
,שייח' דנון,2000,1
,שלומי,2000,87
,שמשית,2000,19
,שעב,2000,22
,שריגים )לי-און(,2000,11
,שרשרת,2000,1
,תובל,2000,4
,תירוש,2000,1
,תל עדשים,2000,6
,תל שבע,2000,1
,תל תאומים,2000,3
,"תלמי ביל""ו",2000,3
,אביאל,2000,1
,אור עקיבא,2000,189
,אילניה,2000,2
,אכסאל,2000,22
,אלומות,2000,2
,אלון הגליל,2000,2
,אלוני אבא,2000,7
,אליקים,2000,1
,אמירים,2000,1
,אמנון,2000,1
,אעבלין,2000,228
,אפק,2000,2
,אשרת,2000,5
,בועיינה-נוג'ידאת,2000,6
,ביר אל-מכסור,2000,14
,ביריה,2000,3
,בית אורן,2000,2
,בית זרע,2000,4
,בית לחם הגלילית,2000,1
,בית רימון,2000,5
,בלפוריה,2000,2
,בר יוחאי,2000,4
,ברקאי,2000,1
,בת שלמה,2000,22
,ג'ש )גוש חלב(,2000,28
,גבע כרמל,2000,4
,גבעת אבני,2000,26
,גבעת אלה,2000,3
,"גבעת ניל""י",2000,8
,גבעת עדה,2000,89
,דאלית אל-כרמל,2000,120
,דבוריה,2000,39
,דור,2000,2
,דחי,2000,3
,דישון,2000,2
,הבונים,2000,32
,הזורע,2000,1
,הסוללים,2000,44
,זכרון יעקב,2000,381
,זרזיר,2000,23
,חג'אג'רה*,2000,2
,חזון,2000,1
,חמאם,2000,6
,חנתון,2000,1
,חצור הגלילית,2000,57
,טובא-זנגריה,2000,5
,טורעאן,2000,50
,טירת כרמל,2000,318
,טפחות,2000,7
,יבנאל,2000,89
,יובל,2000,1
,יזרעאל,2000,1
,יסוד המעלה,2000,9
,יפיע,2000,58
,יקנעם )מושבה(,2000,27
,יקנעם עילית,2000,157
,כורזים,2000,3
,כנרת )מושבה(,2000,11
,כפר ביאליק,2000,2
,כפר גדעון,2000,2
,כפר המכבי,2000,7
,כפר הנשיא,2000,4
,כפר זיתים,2000,1
,כפר חיטים,2000,4
,כפר חסידים א',2000,1
,כפר יהושע,2000,8
,כפר כמא,2000,22
,כפר כנא,2000,52
,כפר מנדא,2000,38
,כפר פינס,2000,2
,כפר קיש,2000,2
,כפר קרע,2000,8
,כפר תבור,2000,114
,"כרם מהר""ל",2000,7
,לביא,2000,2
,לבנים,2000,1
,מ. א. הגליל התחתון,2000,5
,מ. א. מרום הגליל,2000,5
,מגאר,2000,30
,מגדים,2000,17
,מגדל,2000,34
,מזרע,2000,2
,מטולה,2000,7
,מנחמיה,2000,2
,מסד,2000,5
,מעין ברוך,2000,1
,מצפה,2000,2
,מרגליות,2000,2
,מרחביה )מושב(,2000,5
,מרחביה )קיבוץ(,2000,7
,משמר הירדן,2000,3
,נאעורה,2000,4
,נופית,2000,79
,ניין,2000,8
,סולם,2000,12
,עארה,2000,3
,עדי,2000,10
,עוזייר,2000,9
,עופר,2000,2
,עיילבון,2000,48
,עילוט,2000,41
,עין איילה,2000,17
,עין הוד,2000,3
,עין העמק,2000,1
,עין זיתים,2000,2
,עין כרמל,2000,1
,עין מאהל,2000,49
,עמיקם,2000,4
,עספיא,2000,101
,ערערה,2000,35
,עתלית,2000,61
,פוריה - כפר עבודה,2000,1
,פוריה - נווה עובד,2000,7
,פוריה עילית,2000,13
,פוריידיס,2000,11
,ציפורי,2000,19
,צמח,2000,1
,צפת,2000,338
,צרופה,2000,4
,קורנית,2000,1
,קיסריה,2000,81
,קריית טבעון,2000,197
,קריית שמונה,2000,187
,קרית חיים,2000,243
,ראש פינה,2000,88
,רגבים,2000,1
,רומת הייב,2000,2
,ריחאניה,2000,2
,ריינה,2000,109
,רכסים,2000,69
,רמת השופט,2000,1
,רמת ישי,2000,74
,שבלי - אום אל-גנם,2000,10
,שדות ים,2000,27
,שדמות דבורה,2000,1
,שכניה,2000,5
,שניר,2000,17
,שער העמקים,2000,1
,שפר,2000,1
,שפרעם,2000,127
,שרונה,2000,57
,שריד,2000,3
,תל קציר,2000,1
,תמרת,2000,1
,אבטין,2000,10
,אביחיל,2000,6
,אבן יהודה,2000,155
,אודים,2000,2
,אזור,2000,163
,אחיטוב,2000,2
,אחיסמך,2000,1
,איבתאן,2000,3
,אליכין,2000,17
,אלישיב,2000,1
,אלישמע,2000,2
,אלעד,2000,581
,ארסוף,2000,2
,באקה אל-גרביה,2000,31
,בארות יצחק,2000,1
,בארותיים,2000,2
,בורגתה,2000,2
,ביר א סכה,2000,2
,בית אלעזרי,2000,7
,בית גמליאל,2000,1
,בית דגן,2000,52
,בית חירות,2000,1
,בית חלקיה,2000,1
,בית חנניה,2000,2
,בית חשמונאי,2000,2
,בית יהושע,2000,2
,בית ינאי,2000,3
,בית יצחק-שער חפר,2000,12
,בית נחמיה,2000,3
,בית עזרא,2000,3
,בית עריף,2000,1
,בן שמן )מושב(,2000,1
,בני דרור,2000,79
,בני ציון,2000,44
,בני ראם,2000,11
,בניה,2000,1
,בנימינה-גבעת עדה,2000,173
,בסמת טבעון,2000,2
,בצרה,2000,24
,בת חפר,2000,5
,ג'לג'וליה,2000,11
,ג'סר א-זרקא,2000,33
,ג'ת,2000,24
,"גבעת ח""ן",2000,1
,גבעת שמואל,2000,590
,גדרה,2000,434
,גליל ים,2000,6
,גן השומרון,2000,3
,גן חיים,2000,18
,גן יאשיה,2000,1
,גנות הדר,2000,7
,גני הדר,2000,46
,גני יהודה,2000,12
,גני יוחנן,2000,1
,גני עם,2000,5
,גני תקווה,2000,236
,געש,2000,6
,העוגן,2000,1
,זיתא,2000,2
,זיתן,2000,7
,ח'ואלד )שבט(,2000,4
,חבצלת השרון,2000,2
,חגור,2000,2
,חגלה,2000,20
,חופית,2000,16
,חיבת ציון,2000,6
,חירות,2000,2
,חלף,2000,1
,חניאל,2000,1
,חרב לאת,2000,13
,חרוצים,2000,3
,טייבה,2000,48
,טירה,2000,22
,טירת יהודה,2000,10
,טל שחר,2000,1
,יד חנה,2000,51
,"יד רמב""ם",2000,17
,יהוד,2000,354
,ימא,2000,11
,ינוב,2000,4
,יעף,2000,2
,יציץ,2000,2
,יקום,2000,2
,ירחיב,2000,4
,ישרש,2000,12
,כוכב יאיר,2000,19
,כעביה-טבאש-חג'אג'רה,2000,3
,"כפר אז""ר",2000,3
,כפר בן נון,2000,4
,כפר ברא,2000,2
,כפר הס,2000,11
,כפר ויתקין,2000,3
,"כפר חב""ד",2000,1
,כפר חיים,2000,2
,כפר טרומן,2000,6
,כפר ידידיה,2000,1
,כפר יונה,2000,280
,כפר יעבץ,2000,3
,כפר מונש,2000,1
,"כפר מל""ל",2000,4
,כפר נטר,2000,12
,כפר קאסם,2000,30
,כפר רות,2000,2
,כפר שמואל,2000,2
,כפר שמריהו,2000,31
,לפיד,2000,19
,מ. א. דרום השרון,2000,2
,מאור,2000,1
,מזור,2000,2
,מזכרת בתיה,2000,94
,מייסר,2000,9
,מכבים-רעות,2000,47
,מכמורת,2000,3
,מענית,2000,1
,מעש,2000,1
,מצליח,2000,4
,משמר השרון,2000,1
,משמרות,2000,1
,משמרת,2000,29
,מתן,2000,22
,נווה אפרים,2000,7
,נווה ימין,2000,5
,נווה ירק,2000,2
,נווה מבטח,2000,1
,נורדיה,2000,8
,נחלים,2000,4
,ניצני עוז,2000,3
,נירית,2000,2
,סביון*,2000,158
,סתריה,2000,1
,עדנים,2000,6
,עולש,2000,1
,עזריאל,2000,2
,עין החורש,2000,1
,עין ורד,2000,2
,עין שריד,2000,11
,עשרת,2000,7
,פורת,2000,2
,פרדסיה,2000,28
,פתחיה,2000,1
,צופית,2000,13
,צור יגאל,2000,47
,צור יצחק,2000,1
,צור משה,2000,45
,צורן,2000,70
,צלפון,2000,5
,קדימה-צורן,2000,116
,קדרון,2000,4
,קלנסווה,2000,37
,קריית עקרון,2000,50
,ראס עלי,2000,1
,רמות השבים,2000,34
,רמות מאיר,2000,2
,רמת אפעל,2000,33
,רשפון,2000,83
,שדה ורבורג,2000,9
,שדי חמד,2000,2
,שוהם,2000,358
,שילת,2000,1
,שעלבים,2000,10
,שער אפרים,2000,28
,שפיים,2000,3
,תל יצחק,2000,6
,תל מונד,2000,150
,תנובות,2000,16
,תעוז,2000,2
,אביגדור,2000,2
,אורה,2000,9
,אורות,2000,11
,אחווה,2000,1
,אירוס,2000,5
,אמונים,2000,6
,באר טוביה,2000,4
,בטחה,2000,5
,ביצרון,2000,13
,בית אל,2000,1
,בית חנן,2000,7
,בית שקמה,2000,2
,"בני עי""ש",2000,57
,גאליה,2000,1
,גבעולים,2000,5
,גבעת ברנר,2000,3
,גבעתי,2000,4
,גזר,2000,4
,גיאה,2000,24
,גיבתון,2000,4
,גן יבנה,2000,245
,גן שלמה,2000,21
,ורדון,2000,4
,זבדיאל,2000,6
,זרועה,2000,4
,זרחיה,2000,2
,חדיד,2000,1
,חלץ,2000,1
,חצב,2000,2
,יד נתן,2000,1
,ינון,2000,2
,כפר אביב,2000,1
,כפר אחים,2000,3
,"כפר ביל""ו",2000,11
,כפר דניאל,2000,1
,כפר ורבורג,2000,7
,כפר מימון,2000,6
,כפר סירקין,2000,1
,כפר עזה,2000,6
,כרמי יוסף,2000,2
,מ. א. באר טוביה,2000,2
,מ. א. ברנר,2000,1
,מ. א. גזר,2000,2
,מ. א. גן רוה,2000,6
,מ. א. חבל מודיעין,2000,1
,מ. א. עמק לוד,2000,1
,מסלול,2000,3
,מסמיה,2000,2
,מרכז שפירא,2000,16
,משען,2000,26
,נהורה,2000,57
,נוגה,2000,6
,נחלת יהודה,2000,17
,נטעים,2000,3
,ניסנית,2000,3
,ניר בנים,2000,2
,ניר גלים,2000,11
,"ניר ח""ן",2000,3
,ניר ישראל,2000,8
,ניר צבי,2000,3
,נס הרים,2000,1
,ערוגות,2000,14
,פטיש,2000,4
,קלחים,2000,2
,קריית מלאכי,2000,192
,שחר,2000,1
,שיבולים,2000,3
,שפיר,2000,12
,שתולים,2000,7
,תושיה,2000,9
,תימורים,2000,11
,תלמי יחיאל,2000,5
,תלמים,2000,2
,תקומה,2000,1
,,2001,135
,אבו גוש,2001,2
,אבו סנאן,2001,26
,אבטליון,2001,8
,אביעזר,2001,1
,אבן מנחם,2001,3
,אדמית,2001,6
,אדרת,2001,1
,אוהד,2001,4
,אום אל-פחם,2001,154
,אחיהוד,2001,3
,אילות,2001,1
,אלקוש,2001,1
,אפיק,2001,1
,ארבל,2001,36
,אשחר,2001,7
,אשלים,2001,21
,אשתאול,2001,17
,בוסתן הגליל,2001,57
,בית ג'ן,2001,88
,בית הגדי,2001,30
,בית זית,2001,5
,בית יוסף,2001,3
,בית ניר,2001,2
,בית נקופה,2001,6
,בית שאן,2001,128
,בן עמי,2001,5
,בני יהודה,2001,5
,"בסמ""ה",2001,3
,בענה,2001,44
,ברטעה,2001,4
,ברק,2001,6
,ג'דיידה-מכר,2001,29
,ג'ולס,2001,24
,גבעת אלה,2001,2
,גבעת יואב,2001,2
,גבעת יערים,2001,9
,גבעת ישעיהו,2001,2
,גדיידה,2001,9
,גדיש,2001,3
,גורנות הגליל,2001,2
,גילון,2001,2
,גילת,2001,7
,גיתה,2001,2
,גן נר,2001,12
,גפן,2001,5
,גשר הזיו,2001,3
,גת בגליל,2001,4
,דברת,2001,3
,דייר אל-אסד,2001,19
,דייר חנא,2001,51
,דקל,2001,5
,הושעיה,2001,23
,הררית,2001,1
,זכריה,2001,3
,זלפה,2001,3
,זרועה,2001,13
,חבר,2001,3
,חוסן,2001,30
,חורפיש,2001,17
,חלוץ,2001,3
,חניתה,2001,30
,חספין,2001,10
,חריש,2001,4
,טייבה )בעמק(,2001,1
,טל-אל,2001,3
,טמרה,2001,179
,יאנוח,2001,11
,יובלים,2001,3
,יודפת,2001,7
,יזרעאל,2001,3
,יעד,2001,2
,יעל,2001,1
,יערה,2001,1
,ירוחם,2001,75
,ירכא,2001,41
,ישע,2001,4
,כאבול,2001,25
,כאוכב אבו אל-היג'א,2001,64
,כיסרא,2001,2
,כמון,2001,2
,כסיפה,2001,1
,כסלון,2001,2
,כסרא-סמיע,2001,26
,כפר אל עוברה,2001,3
,כפר החורש,2001,42
,"כפר הרי""ף",2001,6
,כפר ורדים,2001,110
,כפר יאסיף,2001,31
,כפר יחזקאל,2001,19
,כפר סמיע,2001,5
,כפר ראש הנקרה,2001,8
,כפר רופין,2001,2
,לבון,2001,7
,להבים,2001,9
,ליבנה,2001,1
,לקיה,2001,1
,מ. א. בקעת בית שאן,2001,10
,מ. א. הגליל העליון,2001,16
,מ. א. חבל אילות,2001,2
,מ. א. מטה יהודה,2001,11
,מ. א. משגב,2001,45
,מ. א. רמת נגב,2001,3
,מבוא ביתר,2001,1
,מבועים,2001,48
,מבשרת ציון,2001,186
,מג`ד אל-כרום,2001,72
,מגדל העמק,2001,378
,מגן שאול,2001,8
,מולדת,2001,4
,מועאוויה,2001,14
,מוצא תחתית,2001,3
,מוצמוץ,2001,1
,מוקייבלה,2001,6
,מושיירפה,2001,1
,מזרעה,2001,4
,מחנה גבעת חנניה,2001,1
,מטע,2001,3
,מירון,2001,7
,מיתר,2001,14
,מכמנים,2001,6
,מכר,2001,12
,מלאה,2001,7
,מנוף,2001,1
,מסילת ציון,2001,12
,מסלול,2001,6
,מעגלים,2001,2
,מעיליא,2001,35
,מעלה עירון,2001,5
,מעלות-תרשיחא,2001,280
,מצפה רמון,2001,61
,משגב,2001,1
,משמר העמק,2001,4
,נבטים,2001,7
,"נווה אטי""ב",2001,1
,נווה חריף,2001,1
,נחם,2001,5
,נחף,2001,43
,נטועה,2001,2
,ניר יפה,2001,20
,נצרת,2001,315
,נתיב השיירה,2001,2
,סאג'ור,2001,37
,סגולה,2001,22
,סח'נין,2001,88
,סלמה,2001,11
,סמר,2001,6
,ספיר,2001,8
,עגור,2001,5
,עומר,2001,57
,עידן,2001,1
,עין אל-אסד,2001,5
,עין הבשור,2001,8
,עין המפרץ,2001,16
,עין יהב,2001,4
,עין יעקב,2001,16
,"עין כרם-בי""ס חקלאי",2001,1
,עצמון שגב,2001,3
,עראבה,2001,44
,עראמשה,2001,7
,פדויים,2001,10
,פטיש,2001,22
,פסוטה,2001,40
,פקיעין )בוקייעה(,2001,21
,פקיעין חדשה,2001,5
,פרזון,2001,1
,צביה,2001,6
,צוחר,2001,3
,צור הדסה,2001,27
,צנדלה,2001,1
,קורנית,2001,2
,קלחים,2001,14
,קציר,2001,15
,קצרין,2001,83
,קריית יערים,2001,14
,קרית יערים)מוסד(,2001,1
,ראמה,2001,50
,רביבים,2001,1
,רהט,2001,1
,רוויה,2001,20
,רם-און,2001,9
,רמת חובב,2001,1
,רמת רזיאל,2001,4
,רמת רחל,2001,1
,רנן,2001,3
,רקפת,2001,1
,רתמים,2001,1
,שבי ציון,2001,4
,שגב-שלום,2001,18
